Date;Time;Lat;Lon;Dep;M;MT;Region
09/11/2021;12:36:29.335;1.36 S;120.48 E;10;2.6;-;Sulawesi, Indonesia (Status: confirmed)
09/11/2021;12:04:28.882;5.11 S;103.76 E;10;2.6;-;Southern Sumatra, Indonesia (Status: confirmed)
09/11/2021;12:03:06.096;1.34 S;120.39 E;10;2.3;-;Sulawesi, Indonesia (Status: confirmed)
09/11/2021;11:16:14.681;1.34 S;120.47 E;10;2.9;-;Sulawesi, Indonesia (Status: confirmed)
09/11/2021;11:03:44.252;1.62 S;99.44 E;10;3.7;-;Southern Sumatra, Indonesia (Status: confirmed)
09/11/2021;10:38:52.505;1.34 S;120.46 E;10;2.5;-;Sulawesi, Indonesia (Status: confirmed)
09/11/2021;08:57:26.251;0.88 N;125.52 E;10;3.9;-;Northern Molucca Sea (Status: confirmed)
09/11/2021;08:31:39.127;1.36 S;119.57 E;10;3.1;-;Sulawesi, Indonesia (Status: confirmed)
09/11/2021;08:23:27.586;3.41 S;133.98 E;10;3.9;-;Irian Jaya Region, Indonesia (Status: confirmed)
09/11/2021;08:01:02.970;8.36 S;106.91 E;10;4.2;-;South of Java, Indonesia (Status: confirmed)
09/11/2021;07:57:46.793;8.19 S;106.93 E;10;3.7;-;South of Java, Indonesia (Status: confirmed)
09/11/2021;06:21:41.390;1.36 S;120.51 E;10;2.7;-;Sulawesi, Indonesia (Status: confirmed)
09/11/2021;06:17:30.207;1.41 N;121.29 E;10;3.1;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
09/11/2021;05:12:37.266;2.81 S;129.23 E;10;2.9;-;Seram, Indonesia (Status: confirmed)
09/11/2021;04:51:30.401;6.20 S;133.25 E;80;4.6;-;Aru Islands Region, Indonesia (Status: confirmed)
09/11/2021;03:42:58.171;0.08 S;124.39 E;28;4.1;-;Southern Molucca Sea (Status: confirmed)
09/11/2021;03:31:32.018;2.84 N;124.49 E;292;4.6;-;Celebes Sea (Status: confirmed)
09/11/2021;02:37:53.410;8.20 S;117.81 E;13;3.0;-;Sumbawa Region, Indonesia (Status: confirmed)
09/11/2021;02:37:22.410;8.05 S;107.30 E;10;3.6;-;Java, Indonesia (Status: confirmed)
09/11/2021;02:19:11.168;5.35 S;123.16 E;23;4.8;Yes;Banda Sea (Status: confirmed)
09/11/2021;00:05:15.190;8.86 S;119.09 E;85;3.2;-;Flores Region, Indonesia (Status: confirmed)
08/11/2021;23:03:14.965;4.56 S;130.00 E;148;2.8;-;Banda Sea (Status: confirmed)
08/11/2021;22:56:14.838;9.47 S;125.28 E;13;3.1;-;Timor Region (Status: confirmed)
08/11/2021;21:50:37.327;2.28 N;127.16 E;12;3.4;-;Northern Molucca Sea (Status: confirmed)
08/11/2021;21:45:38.079;2.99 S;134.02 E;10;3.0;-;Irian Jaya Region, Indonesia (Status: confirmed)
08/11/2021;21:21:50.752;3.44 S;135.46 E;21;3.6;-;Irian Jaya Region, Indonesia (Status: confirmed)
08/11/2021;20:35:43.920;1.36 S;120.50 E;10;2.3;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;20:24:41.691;1.35 S;120.49 E;10;2.3;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;20:18:04.645;1.34 S;120.51 E;10;2.2;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;20:07:52.089;0.27 S;125.19 E;10;4.8;Yes;Southern Molucca Sea (Status: confirmed)
08/11/2021;19:12:26.529;1.32 S;120.50 E;10;4.1;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;19:09:28.299;1.33 S;120.47 E;10;3.1;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;17:10:27.641;1.32 S;120.48 E;10;3.6;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;17:01:32.281;5.36 S;123.23 E;10;3.4;-;Banda Sea (Status: confirmed)
08/11/2021;17:00:34.859;2.84 S;127.98 E;10;2.5;-;Ceram Sea (Status: confirmed)
08/11/2021;16:20:10.401;5.29 S;103.80 E;52;2.7;-;Southern Sumatra, Indonesia (Status: confirmed)
08/11/2021;16:18:16.451;3.75 N;126.44 E;38;3.1;-;Talaud Islands, Indonesia (Status: confirmed)
08/11/2021;16:13:05.487;6.35 S;130.45 E;166;3.8;-;Banda Sea (Status: confirmed)
08/11/2021;15:54:50.354;2.71 S;137.14 E;68;3.5;-;Irian Jaya, Indonesia (Status: confirmed)
08/11/2021;15:33:45.268;1.61 N;125.77 E;10;3.3;-;Northern Molucca Sea (Status: confirmed)
08/11/2021;15:21:42.088;1.33 S;120.45 E;10;2.7;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;15:08:48.299;1.33 S;120.47 E;10;3.9;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;13:37:13.741;1.25 N;126.15 E;26;3.1;-;Northern Molucca Sea (Status: confirmed)
08/11/2021;13:36:42.467;3.07 S;140.16 E;10;3.1;-;Irian Jaya, Indonesia (Status: confirmed)
08/11/2021;11:07:42.005;0.32 N;96.63 E;10;3.8;-;Off West Coast of Northern Sumatra (Status: confirmed)
08/11/2021;09:44:11.785;1.32 S;120.49 E;10;3.2;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;09:42:51.248;9.09 S;110.45 E;10;4.3;-;South of Java, Indonesia (Status: confirmed)
08/11/2021;09:26:53.339;3.41 S;135.52 E;18;3.8;-;Irian Jaya Region, Indonesia (Status: confirmed)
08/11/2021;09:09:20.398;2.85 S;129.30 E;10;2.8;-;Seram, Indonesia (Status: confirmed)
08/11/2021;09:05:44.757;7.93 S;117.64 E;20;2.5;-;Bali Sea (Status: confirmed)
08/11/2021;08:55:13.977;2.38 S;139.51 E;22;3.6;-;Near North Coast of Irian Jaya (Status: confirmed)
08/11/2021;08:31:08.220;7.26 S;126.53 E;389;4.7;-;Banda Sea (Status: confirmed)
08/11/2021;07:36:41.092;0.64 S;123.42 E;10;3.1;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
08/11/2021;07:30:25.366;6.34 S;131.07 E;10;4.1;-;Tanimbar Islands Reg., Indonesia (Status: confirmed)
08/11/2021;05:47:07.461;1.35 S;120.49 E;10;2.6;-;Sulawesi, Indonesia (Status: confirmed)
08/11/2021;05:34:33.913;0.65 S;123.46 E;10;2.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
08/11/2021;05:11:59.749;1.42 N;126.39 E;10;3.7;-;Northern Molucca Sea (Status: confirmed)
08/11/2021;05:06:01.341;0.77 S;123.55 E;42;5.0;Yes;Minahassa Peninsula, Sulawesi (Status: confirmed)
08/11/2021;04:45:23.632;1.01 N;126.14 E;10;3.4;-;Northern Molucca Sea (Status: confirmed)
08/11/2021;02:35:33.082;9.08 S;118.49 E;78;4.0;-;Sumbawa Region, Indonesia (Status: confirmed)
08/11/2021;02:17:11.953;0.38 N;96.69 E;10;3.7;-;Off West Coast of Northern Sumatra (Status: confirmed)
08/11/2021;02:10:35.500;8.34 S;117.88 E;10;2.1;-;Sumbawa Region, Indonesia (Status: confirmed)
08/11/2021;01:45:22.259;0.09 N;124.36 E;31;3.3;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
08/11/2021;01:35:54.935;2.82 S;129.40 E;10;3.1;-;Seram, Indonesia (Status: confirmed)
07/11/2021;23:30:00.554;0.08 S;124.40 E;18;3.7;-;Southern Molucca Sea (Status: confirmed)
07/11/2021;21:32:22.708;0.06 S;123.78 E;113;3.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
07/11/2021;21:14:57.752;4.51 S;129.88 E;10;3.2;-;Banda Sea (Status: confirmed)
07/11/2021;19:43:19.308;2.00 S;125.68 E;19;4.4;-;Southern Molucca Sea (Status: confirmed)
07/11/2021;18:54:23.094;0.05 N;124.38 E;49;2.9;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
07/11/2021;18:24:11.891;0.03 S;124.40 E;30;3.6;-;Southern Molucca Sea (Status: confirmed)
07/11/2021;17:28:00.561;8.58 S;112.86 E;127;3.2;-;Java, Indonesia (Status: confirmed)
07/11/2021;17:27:51.921;1.38 S;120.49 E;10;2.3;-;Sulawesi, Indonesia (Status: confirmed)
07/11/2021;17:07:33.408;3.93 S;123.51 E;20;3.3;-;Sulawesi, Indonesia (Status: confirmed)
07/11/2021;16:52:49.955;8.40 S;121.45 E;10;2.2;-;Flores Region, Indonesia (Status: confirmed)
07/11/2021;16:52:30.510;0.08 S;124.52 E;32;2.9;-;Southern Molucca Sea (Status: confirmed)
07/11/2021;16:48:11.890;0.83 S;127.05 E;17;3.5;-;Halmahera, Indonesia (Status: confirmed)
07/11/2021;16:43:08.290;2.72 S;129.41 E;10;3.2;-;Seram, Indonesia (Status: confirmed)
07/11/2021;16:32:51.056;1.38 S;120.47 E;10;2.6;-;Sulawesi, Indonesia (Status: confirmed)
07/11/2021;16:28:18.766;2.69 S;129.46 E;14;5.0;-;Seram, Indonesia (Status: confirmed)
07/11/2021;13:41:17.456;2.97 S;129.21 E;10;3.5;-;Seram, Indonesia (Status: confirmed)
07/11/2021;13:00:52.767;0.07 S;123.26 E;126;3.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
07/11/2021;11:29:03.493;0.27 N;98.54 E;26;4.9;-;Northern Sumatra, Indonesia (Status: confirmed)
07/11/2021;07:58:09.458;1.40 S;120.51 E;10;2.2;-;Sulawesi, Indonesia (Status: confirmed)
07/11/2021;07:27:38.617;0.05 N;124.35 E;27;3.3;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
07/11/2021;04:42:16.685;1.36 S;120.48 E;10;3.0;-;Sulawesi, Indonesia (Status: confirmed)
07/11/2021;04:36:36.069;7.15 S;116.62 E;10;4.7;-;Bali Sea (Status: confirmed)
07/11/2021;03:50:44.959;1.09 N;119.82 E;10;4.1;-;Celebes Sea (Status: confirmed)
07/11/2021;02:40:02.747;0.98 N;127.82 E;10;2.5;-;Halmahera, Indonesia (Status: confirmed)
07/11/2021;02:37:15.426;1.39 S;120.51 E;10;2.1;-;Sulawesi, Indonesia (Status: confirmed)
07/11/2021;02:10:36.363;0.11 S;124.40 E;10;3.8;-;Southern Molucca Sea (Status: confirmed)
07/11/2021;01:01:26.388;1.18 S;121.76 E;10;2.9;-;Sulawesi, Indonesia (Status: confirmed)
07/11/2021;00:11:59.124;1.37 S;120.49 E;10;2.7;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;23:17:35.483;3.50 S;140.34 E;119;4.7;-;Irian Jaya, Indonesia (Status: confirmed)
06/11/2021;23:08:35.165;1.78 S;134.08 E;42;4.3;-;Irian Jaya Region, Indonesia (Status: confirmed)
06/11/2021;22:58:56.122;0.54 N;124.58 E;11;2.6;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
06/11/2021;22:03:12.567;3.95 S;123.53 E;10;3.5;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;21:55:48.129;3.98 S;121.77 E;10;2.5;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;21:24:18.976;1.34 S;120.42 E;10;2.9;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;21:13:05.688;1.13 S;121.78 E;15;3.2;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;21:09:55.123;8.25 S;119.65 E;160;2.9;-;Flores Region, Indonesia (Status: confirmed)
06/11/2021;20:04:43.486;0.13 S;124.41 E;13;2.9;-;Southern Molucca Sea (Status: confirmed)
06/11/2021;19:55:38.690;8.95 S;124.41 E;67;3.9;-;Timor Region (Status: confirmed)
06/11/2021;17:18:24.089;4.19 S;133.88 E;60;4.2;-;Irian Jaya Region, Indonesia (Status: confirmed)
06/11/2021;16:12:13.239;3.39 S;133.97 E;10;4.5;-;Irian Jaya Region, Indonesia (Status: confirmed)
06/11/2021;16:11:38.651;1.37 S;120.50 E;10;2.2;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;16:01:56.642;3.37 S;133.99 E;11;4.7;-;Irian Jaya Region, Indonesia (Status: confirmed)
06/11/2021;15:34:03.706;0.46 N;122.24 E;114;3.0;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
06/11/2021;15:28:13.337;4.51 S;129.88 E;10;3.1;-;Banda Sea (Status: confirmed)
06/11/2021;15:11:11.211;0.34 S;124.47 E;10;3.5;-;Southern Molucca Sea (Status: confirmed)
06/11/2021;14:51:10.419;0.06 S;124.36 E;16;3.9;-;Southern Molucca Sea (Status: confirmed)
06/11/2021;14:37:38.480;0.10 S;124.37 E;65;6.0;Yes;Southern Molucca Sea (Status: confirmed)
06/11/2021;14:24:46.250;1.34 S;120.49 E;10;2.9;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;12:59:57.515;1.32 S;120.46 E;10;4.4;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;12:49:32.513;1.34 S;120.49 E;10;2.7;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;11:28:16.375;9.92 S;119.12 E;10;3.7;-;Sumba Region, Indonesia (Status: confirmed)
06/11/2021;07:59:33.252;1.34 S;120.48 E;10;3.7;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;06:09:14.385;2.49 S;120.91 E;10;3.3;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;05:44:38.506;1.33 S;120.48 E;10;3.8;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;05:30:22.886;6.15 S;130.23 E;173;4.7;Yes;Banda Sea (Status: confirmed)
06/11/2021;04:32:29.184;1.37 S;120.44 E;12;2.2;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;04:29:35.266;1.34 S;120.50 E;10;2.8;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;04:27:22.962;1.39 S;120.50 E;10;2.7;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;04:22:18.588;1.33 S;120.48 E;10;2.8;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;04:17:19.361;1.34 S;120.47 E;10;2.8;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;04:14:32.063;1.36 S;120.46 E;10;2.8;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;04:11:44.182;1.36 S;120.47 E;10;2.9;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;04:08:32.133;1.30 S;120.52 E;10;3.0;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;03:56:20.242;1.34 S;120.55 E;10;5.2;Yes;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;03:49:56.314;1.37 S;120.51 E;10;2.5;-;Sulawesi, Indonesia (Status: confirmed)
06/11/2021;02:54:27.541;6.61 S;107.00 E;155;3.0;-;Java, Indonesia (Status: confirmed)
06/11/2021;01:13:41.528;8.88 S;111.75 E;21;3.0;-;Java, Indonesia (Status: confirmed)
06/11/2021;00:56:47.032;7.61 S;128.17 E;77;4.5;-;Banda Sea (Status: confirmed)
05/11/2021;23:52:01.745;2.78 S;129.35 E;10;2.8;-;Seram, Indonesia (Status: confirmed)
05/11/2021;23:33:04.275;9.48 S;115.70 E;15;4.0;-;South of Bali, Indonesia (Status: confirmed)
05/11/2021;23:16:11.629;2.84 S;129.31 E;10;2.5;-;Seram, Indonesia (Status: confirmed)
05/11/2021;23:02:27.219;0.33 N;96.81 E;27;3.7;-;Off West Coast of Northern Sumatra (Status: confirmed)
05/11/2021;22:58:26.996;0.80 N;126.87 E;20;2.9;-;Northern Molucca Sea (Status: confirmed)
05/11/2021;22:51:02.783;0.26 N;122.13 E;161;3.5;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
05/11/2021;21:43:05.224;2.82 S;129.32 E;10;2.9;-;Seram, Indonesia (Status: confirmed)
05/11/2021;21:41:08.429;8.33 S;107.96 E;23;3.1;-;Java, Indonesia (Status: confirmed)
05/11/2021;21:39:03.685;2.90 S;129.25 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
05/11/2021;21:35:33.221;2.83 S;129.32 E;10;3.3;-;Seram, Indonesia (Status: confirmed)
05/11/2021;21:17:14.070;8.16 S;117.75 E;17;3.0;-;Sumbawa Region, Indonesia (Status: confirmed)
05/11/2021;21:04:28.980;3.01 S;129.20 E;26;2.7;-;Seram, Indonesia (Status: confirmed)
05/11/2021;20:48:10.827;8.90 S;118.68 E;88;2.5;-;Sumbawa Region, Indonesia (Status: confirmed)
05/11/2021;20:14:14.714;6.20 S;133.32 E;71;4.3;-;Aru Islands Region, Indonesia (Status: confirmed)
05/11/2021;20:01:27.593;2.82 S;129.26 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
05/11/2021;19:52:25.478;10.99 S;117.84 E;16;3.0;-;South of Sumbawa, Indonesia (Status: confirmed)
05/11/2021;19:39:11.158;2.73 S;138.89 E;19;3.2;-;Irian Jaya, Indonesia (Status: confirmed)
05/11/2021;19:26:18.048;4.06 S;102.17 E;37;3.2;-;Southern Sumatra, Indonesia (Status: confirmed)
05/11/2021;18:51:34.121;2.85 S;129.28 E;10;2.9;-;Seram, Indonesia (Status: confirmed)
05/11/2021;17:37:07.944;8.18 S;106.88 E;10;3.3;-;South of Java, Indonesia (Status: confirmed)
05/11/2021;16:41:23.273;2.82 S;129.27 E;10;2.6;-;Seram, Indonesia (Status: confirmed)
05/11/2021;16:37:01.099;0.95 N;119.92 E;10;3.2;-;Minahassa Peninsula, Sulawesi (Status: confirmed)
05/11/2021;15:58:51.555;2.93 S;119.37 E;10;2.4;-;Sulawesi, Indonesia (Status: confirmed)
05/11/2021;15:45:03.101;2.82 S;129.32 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
05/11/2021;15:42:20.244;2.83 S;129.21 E;10;3.1;-;Seram, Indonesia (Status: confirmed)
05/11/2021;14:06:59.521;9.68 S;119.38 E;10;2.6;-;Sumba Region, Indonesia (Status: confirmed)
05/11/2021;13:17:25.162;9.51 S;117.55 E;20;4.5;-;Sumbawa Region, Indonesia (Status: confirmed)
05/11/2021;13:00:39.961;8.93 S;119.22 E;90;4.2;-;Flores Region, Indonesia (Status: confirmed)
05/11/2021;12:49:36.046;2.80 S;129.20 E;11;3.0;-;Seram, Indonesia (Status: confirmed)
05/11/2021;12:11:48.220;2.83 S;129.33 E;10;2.9;-;Seram, Indonesia (Status: confirmed)
05/11/2021;12:05:28.523;2.84 S;129.29 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
05/11/2021;11:47:23.693;2.82 S;129.38 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
05/11/2021;11:45:55.368;0.31 N;96.73 E;15;4.1;-;Off West Coast of Northern Sumatra (Status: confirmed)
05/11/2021;11:31:58.987;2.84 S;129.29 E;10;3.6;-;Seram, Indonesia (Status: confirmed)
05/11/2021;10:40:31.371;8.88 S;112.51 E;32;3.9;-;Java, Indonesia (Status: confirmed)
05/11/2021;09:32:17.903;2.82 S;129.31 E;10;3.4;-;Seram, Indonesia (Status: confirmed)
05/11/2021;09:07:27.019;2.84 S;129.33 E;10;2.3;-;Seram, Indonesia (Status: confirmed)
05/11/2021;08:52:32.347;2.88 S;129.31 E;10;2.4;-;Seram, Indonesia (Status: confirmed)
05/11/2021;07:21:26.271;3.17 S;140.16 E;25;3.7;-;Irian Jaya, Indonesia (Status: confirmed)
05/11/2021;06:56:56.826;9.55 S;114.85 E;39;3.0;-;South of Bali, Indonesia (Status: confirmed)
05/11/2021;06:19:26.124;9.34 S;117.89 E;29;2.1;-;Sumbawa Region, Indonesia (Status: confirmed)
05/11/2021;06:16:05.362;3.10 N;128.04 E;86;4.0;-;North of Halmahera, Indonesia (Status: confirmed)
05/11/2021;05:56:25.607;7.93 S;119.49 E;256;2.7;-;Flores Sea (Status: confirmed)
05/11/2021;05:24:44.502;2.89 S;129.33 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
05/11/2021;04:52:12.255;3.02 N;127.91 E;10;3.1;-;Talaud Islands, Indonesia (Status: confirmed)
05/11/2021;04:04:34.165;4.85 S;103.95 E;10;3.0;-;Southern Sumatra, Indonesia (Status: confirmed)
05/11/2021;03:31:56.294;4.09 N;126.13 E;128;3.3;-;Talaud Islands, Indonesia (Status: confirmed)
05/11/2021;03:26:06.302;5.96 S;122.56 E;21;3.0;-;Sulawesi, Indonesia (Status: confirmed)
05/11/2021;03:16:00.161;3.04 S;129.25 E;10;2.5;-;Seram, Indonesia (Status: confirmed)
05/11/2021;02:37:13.174;9.87 S;118.37 E;12;2.2;-;Sumbawa Region, Indonesia (Status: confirmed)
05/11/2021;02:00:52.397;7.29 S;110.46 E;10;3.0;-;Java, Indonesia (Status: confirmed)
05/11/2021;01:23:43.653;9.33 S;120.73 E;43;3.1;-;Sumba Region, Indonesia (Status: confirmed)
05/11/2021;00:03:17.691;8.68 S;118.97 E;109;3.8;-;Sumbawa Region, Indonesia (Status: confirmed)
04/11/2021;23:17:35.903;8.96 S;123.92 E;26;3.4;-;Flores Region, Indonesia (Status: confirmed)
04/11/2021;23:04:24.564;2.84 S;129.29 E;10;2.8;-;Seram, Indonesia (Status: confirmed)
04/11/2021;22:51:25.190;8.04 S;106.92 E;10;3.1;-;South of Java, Indonesia (Status: confirmed)
04/11/2021;22:47:33.968;8.96 S;111.18 E;10;3.5;-;Java, Indonesia (Status: confirmed)
04/11/2021;22:11:23.698;8.22 S;106.88 E;10;3.2;-;South of Java, Indonesia (Status: confirmed)
04/11/2021;22:06:05.054;8.23 S;116.75 E;11;2.6;-;Sumbawa Region, Indonesia (Status: confirmed)
04/11/2021;21:46:30.018;7.65 S;119.42 E;267;3.3;-;Flores Sea (Status: confirmed)
04/11/2021;20:33:29.293;2.97 S;129.04 E;10;2.5;-;Seram, Indonesia (Status: confirmed)
04/11/2021;20:29:32.420;1.81 N;126.21 E;10;3.1;-;Northern Molucca Sea (Status: confirmed)
04/11/2021;19:34:35.462;2.84 S;129.27 E;10;3.4;-;Seram, Indonesia (Status: confirmed)
04/11/2021;19:13:38.566;2.84 S;129.25 E;16;2.5;-;Seram, Indonesia (Status: confirmed)
04/11/2021;18:17:23.771;2.85 S;129.28 E;10;3.4;-;Seram, Indonesia (Status: confirmed)
04/11/2021;18:16:13.243;0.22 N;96.60 E;27;3.4;-;Off West Coast of Northern Sumatra (Status: confirmed)
04/11/2021;18:00:52.921;2.88 S;140.27 E;10;2.3;-;Near North Coast of Irian Jaya (Status: confirmed)
04/11/2021;17:33:27.674;0.38 N;125.32 E;15;3.5;-;Northern Molucca Sea (Status: confirmed)
04/11/2021;17:22:33.877;0.75 N;126.67 E;10;2.5;-;Northern Molucca Sea (Status: confirmed)
04/11/2021;16:04:59.300;2.82 S;129.34 E;10;2.8;-;Seram, Indonesia (Status: confirmed)
04/11/2021;15:05:14.684;3.09 N;127.85 E;10;3.2;-;Talaud Islands, Indonesia (Status: confirmed)
04/11/2021;15:00:24.844;1.85 S;140.73 E;10;3.3;-;Irian Jaya Region, Indonesia (Status: confirmed)
04/11/2021;14:55:03.814;2.86 S;129.28 E;10;2.3;-;Seram, Indonesia (Status: confirmed)
04/11/2021;14:41:05.958;2.84 S;129.22 E;18;3.5;-;Seram, Indonesia (Status: confirmed)
04/11/2021;14:06:49.499;1.38 N;126.45 E;10;4.1;-;Northern Molucca Sea (Status: confirmed)
04/11/2021;13:49:31.070;2.85 S;129.29 E;10;2.3;-;Seram, Indonesia (Status: confirmed)
04/11/2021;13:41:52.703;8.21 S;116.47 E;13;2.4;-;Sumbawa Region, Indonesia (Status: confirmed)
04/11/2021;13:25:07.818;4.74 S;138.65 E;10;3.5;-;Irian Jaya, Indonesia (Status: confirmed)
04/11/2021;13:21:51.219;4.10 S;128.56 E;10;2.3;-;Banda Sea (Status: confirmed)
04/11/2021;13:13:48.022;3.01 S;129.09 E;13;2.2;-;Seram, Indonesia (Status: confirmed)
04/11/2021;11:25:11.958;2.88 S;129.26 E;10;3.1;-;Seram, Indonesia (Status: confirmed)
04/11/2021;11:18:02.815;2.87 S;129.23 E;10;3.5;-;Seram, Indonesia (Status: confirmed)
04/11/2021;09:24:43.672;2.83 S;129.27 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
04/11/2021;08:37:04.685;2.82 S;129.25 E;10;3.9;-;Seram, Indonesia (Status: confirmed)
04/11/2021;08:08:31.485;0.33 N;96.70 E;10;4.2;-;Off West Coast of Northern Sumatra (Status: confirmed)
04/11/2021;07:56:57.790;6.98 S;129.74 E;152;4.5;Yes;Banda Sea (Status: confirmed)
04/11/2021;07:37:47.686;2.95 S;129.25 E;10;3.1;-;Seram, Indonesia (Status: confirmed)
04/11/2021;07:21:45.082;2.97 S;129.24 E;10;2.5;-;Seram, Indonesia (Status: confirmed)
04/11/2021;07:17:42.954;2.96 S;129.26 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
04/11/2021;07:01:45.433;9.37 S;114.04 E;10;3.7;-;South of Bali, Indonesia (Status: confirmed)
04/11/2021;06:59:53.422;2.96 S;129.24 E;10;2.8;-;Seram, Indonesia (Status: confirmed)
04/11/2021;06:53:17.605;2.83 S;129.27 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
04/11/2021;06:46:30.621;2.85 S;129.26 E;10;3.2;-;Seram, Indonesia (Status: confirmed)
04/11/2021;06:14:15.996;2.02 S;125.85 E;14;4.6;-;Ceram Sea (Status: confirmed)
04/11/2021;05:48:45.850;2.07 N;126.98 E;36;4.0;-;Northern Molucca Sea (Status: confirmed)
04/11/2021;05:28:19.950;2.85 S;129.32 E;10;3.1;-;Seram, Indonesia (Status: confirmed)
04/11/2021;05:14:32.486;4.02 S;127.85 E;67;2.8;-;Banda Sea (Status: confirmed)
04/11/2021;04:56:24.721;2.85 S;129.31 E;10;3.6;-;Seram, Indonesia (Status: confirmed)
04/11/2021;04:53:08.198;2.85 S;129.29 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
04/11/2021;04:47:13.269;3.01 S;129.21 E;10;2.4;-;Seram, Indonesia (Status: confirmed)
04/11/2021;04:07:10.939;2.82 S;129.32 E;10;2.7;-;Seram, Indonesia (Status: confirmed)
04/11/2021;04:02:16.542;2.79 S;129.24 E;10;2.6;-;Seram, Indonesia (Status: confirmed)
04/11/2021;03:57:49.553;2.96 S;129.27 E;10;3.1;-;Seram, Indonesia (Status: confirmed)
04/11/2021;03:48:39.419;2.78 S;129.18 E;10;2.8;-;Seram, Indonesia (Status: confirmed)
04/11/2021;03:37:57.090;0.41 N;98.07 E;10;3.0;-;Northern Sumatra, Indonesia (Status: confirmed)
04/11/2021;03:34:45.308;2.85 S;129.27 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
04/11/2021;03:31:55.827;0.21 N;96.70 E;10;3.7;-;Off West Coast of Northern Sumatra (Status: confirmed)
04/11/2021;03:31:54.983;2.85 S;129.27 E;10;2.9;-;Seram, Indonesia (Status: confirmed)
04/11/2021;03:29:36.581;8.87 S;112.43 E;30;3.4;-;Java, Indonesia (Status: confirmed)
04/11/2021;03:19:02.759;2.81 S;129.39 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
04/11/2021;03:14:35.438;2.87 S;129.32 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
04/11/2021;03:07:54.282;2.86 S;129.31 E;10;3.0;-;Seram, Indonesia (Status: confirmed)
04/11/2021;03:01:54.408;2.86 S;129.31 E;10;3.1;-;Seram, Indonesia (Status: confirmed)
04/11/2021;02:50:50.694;2.85 S;129.27 E;15;4.1;-;Seram, Indonesia (Status: confirmed)
04/11/2021;02:42:43.975;2.80 S;129.39 E;12;5.7;Yes;Seram, Indonesia (Status: confirmed)
04/11/2021;00:15:49.734;4.91 N;96.19 E;13;2.8;-;Northern Sumatra, Indonesia (Status: confirmed)
03/11/2021;23:19:53.764;2.89 S;129.12 E;21;3.0;-;Seram, Indonesia (Status: confirmed)
