Lat,Lon,Dep,M,Region
-2.86,129.48,10,3.0,Seram  
-3.66,101.67,26,3.5,Southern Sumatra  
-2.6,128.91,10,3.4,Ceram Sea 
-1.86,133.21,12,2.6,Irian Jaya Region  
0.22,128.37,10,2.5,Halmahera  
-1.04,120.29,10,3.1,Sulawesi  
-1.74,122.41,19,3.3,Sulawesi  
-2.63,141.8,10,4.3,Near N. Coast of New Guinea PNG. 
-2.83,122.05,10,2.4,Sulawesi  
-3.44,129.47,10,4.1,Seram  
-10.52,113.63,17,4.7,South of Java  
-5.3,125.24,550,4.3,Banda Sea 
1.86,127.24,80,3.7,Halmahera  
-6.56,130.27,172,4.8,Banda Sea 
-8.24,107.88,14,3.3,Java  
2.46,95.68,10,3.1,Off West Coast of Northern Sumatra 
-0.06,123.14,128,2.9,Minahassa Peninsula Sulawesi 
-3.03,122.31,10,2.6,Sulawesi  
-1.34,131.91,10,2.5,Irian Jaya Region  
-2.9,119.37,10,2.7,Sulawesi  
3.36,127.22,10,2.9,Talaud Islands  
3.46,127.23,30,3.0,Talaud Islands  
4.17,126.8,11,4.5,Talaud Islands  
-1.84,133.48,10,3.4,Irian Jaya Region  
0.35,96.51,38,4.9,Off West Coast of Northern Sumatra 
4.46,96.53,10,2.6,Northern Sumatra  
-7.1,130.02,197,4.6,Tanimbar Islands Reg.  
-4.39,139.43,10,3.9,Irian Jaya  
2.53,128.73,20,4.1,Halmahera  
-4.46,129.07,226,3.9,Banda Sea 
-7.26,129.96,125,4.8,Banda Sea 
-1.36,134.12,10,4.5,Irian Jaya Region  
-4.25,102.14,23,3.8,Southern Sumatra  
-2.7,121.73,10,2.9,Sulawesi  
-8.85,119.02,98,3.4,Flores Region  
-2.7,118.73,10,3.1,Sulawesi  
5.26,95.33,88,3.8,Northern Sumatra  
-3.95,129.59,10,2.8,Seram  
0.48,121.24,52,3.5,Minahassa Peninsula Sulawesi 
-10.66,123.88,12,3.4,Timor Region 
1.28,126.22,10,3.3,Northern Molucca Sea 
-4.22,102.06,20,3.3,Southern Sumatra  
-2.73,121.94,10,4.2,Sulawesi  
-3.63,128.12,10,2.9,Seram  
-9.64,117.31,10,3.5,Sumbawa Region  
-8.28,107.6,10,4.9,Java  
-0.09,123.37,119,3.1,Minahassa Peninsula Sulawesi 
-1.73,120.78,10,2.2,Sulawesi  
1.2,123.93,10,3.2,Minahassa Peninsula Sulawesi 
1.57,127.13,114,3.3,Halmahera  
-9.58,117.95,10,3.0,Sumbawa Region  
1.96,98.09,34,2.5,Northern Sumatra  
-2.37,121.37,10,2.5,Sulawesi  
-8.89,111.17,22,3.4,Java  
-1.06,128.89,10,3.2,Halmahera  
-5.67,129.98,182,3.8,Banda Sea 
-9.69,119.02,10,3.9,Sumba Region  
-2.58,126.88,10,3.5,Ceram Sea 
-8.42,123.42,113,3.0,Flores Region  
2.0,99.05,120,2.6,Northern Sumatra  
-2.85,140.89,11,3.6,Near North Coast of Irian Jaya 
-2.9,140.81,10,3.4,Near North Coast of Irian Jaya 
-6.48,130.13,168,3.8,Banda Sea 
1.35,98.83,81,3.0,Northern Sumatra  
1.52,120.85,18,4.6,Minahassa Peninsula Sulawesi 
0.07,124.41,63,4.2,Minahassa Peninsula Sulawesi 
-2.63,121.38,10,2.7,Sulawesi  
-2.93,119.39,10,2.7,Sulawesi  
1.93,97.76,22,4.3,Northern Sumatra  
-4.49,134.02,15,4.0,Irian Jaya Region  
2.6,95.7,10,3.5,Off West Coast of Northern Sumatra 
3.71,126.36,105,3.8,Talaud Islands  
-2.94,119.39,10,2.8,Sulawesi  
3.84,126.67,33,4.5,Talaud Islands  
-8.86,119.3,85,3.4,Flores Region  
3.93,126.74,53,4.4,Talaud Islands  
-8.38,117.81,108,2.1,Sumbawa Region  
-1.37,120.61,10,2.1,Sulawesi  
-8.73,116.4,89,2.5,Sumbawa Region  
-10.03,118.82,10,3.2,South of Sumbawa  
0.04,126.76,10,2.9,Northern Molucca Sea 
-8.48,110.35,48,3.2,Java  
-8.43,119.98,182,3.2,Flores Region  
-9.3,121.84,43,3.0,Savu Sea 
4.14,97.13,10,2.4,Northern Sumatra  
0.04,126.62,10,2.8,Northern Molucca Sea 
-6.58,129.96,207,4.0,Banda Sea 
-1.73,122.42,10,3.3,Sulawesi  
3.31,126.0,21,3.5,Talaud Islands  
-9.48,116.26,33,2.5,Sumbawa Region  
4.17,96.93,10,2.8,Northern Sumatra  
-7.97,117.09,10,2.3,Bali Sea 
-1.8,122.5,10,3.7,Sulawesi  
-8.15,107.61,18,2.8,Java  
1.04,99.55,10,2.6,Northern Sumatra  
-7.71,119.44,257,2.8,Flores Sea 
0.12,123.75,157,3.1,Minahassa Peninsula Sulawesi 
-9.25,124.17,76,5.0,Timor Region 
-10.13,118.8,16,4.2,South of Sumbawa  
0.39,122.26,138,2.9,Minahassa Peninsula Sulawesi 
-7.11,107.49,19,2.9,Java  
-7.83,117.49,13,2.7,Bali Sea 
0.01,124.15,10,2.7,Minahassa Peninsula Sulawesi 
-2.66,120.41,34,2.5,Sulawesi  
-1.53,120.14,10,2.2,Sulawesi  
-9.26,117.83,36,2.2,Sumbawa Region  
-3.65,122.38,10,3.3,Sulawesi  
-1.87,133.5,10,2.4,Irian Jaya Region  
-3.61,128.79,10,2.7,Seram  
-3.61,128.78,10,2.4,Seram  
-3.57,127.05,56,2.9,Seram  
-6.86,130.0,134,4.1,Banda Sea 
-8.13,117.74,14,3.0,Sumbawa Region  
-2.91,126.72,44,2.7,Ceram Sea 
-2.94,126.61,16,3.8,Ceram Sea 
-2.88,134.55,19,2.9,Irian Jaya Region  
-10.28,123.33,10,2.8,Timor Region 
-8.62,115.53,35,2.2,Bali Region  
-2.97,130.06,10,3.0,Seram  
-2.93,119.38,10,2.2,Sulawesi  
-4.41,134.02,10,4.3,Irian Jaya Region  
-7.76,118.9,20,4.5,Flores Sea 
-6.49,130.31,171,4.3,Banda Sea 
-2.95,129.88,12,4.2,Seram  
1.01,125.57,40,3.2,Northern Molucca Sea 
-0.24,123.01,85,3.3,Minahassa Peninsula Sulawesi 
-6.06,130.39,181,4.0,Banda Sea 
-4.63,140.21,10,3.3,Irian Jaya  
-4.47,133.87,10,3.4,Irian Jaya Region  
-8.29,107.76,10,2.7,Java  
4.93,95.81,95,3.1,Northern Sumatra  
2.57,95.84,13,4.2,Off West Coast of Northern Sumatra 
-0.63,121.85,10,3.4,Minahassa Peninsula Sulawesi 
-5.65,121.92,10,3.6,Sulawesi  
-3.02,139.26,64,3.9,Irian Jaya  
-8.26,120.49,13,2.5,Flores Region  
-9.63,118.5,10,3.4,Sumbawa Region  
0.73,122.61,43,2.8,Minahassa Peninsula Sulawesi 
-2.9,119.37,10,2.8,Sulawesi  
-9.36,113.13,10,3.6,South of Java  
0.23,121.71,205,3.0,Minahassa Peninsula Sulawesi 
0.37,119.44,10,3.2,Minahassa Peninsula Sulawesi 
-0.11,122.89,132,3.5,Minahassa Peninsula Sulawesi 
5.49,127.28,21,3.9,Philippine Islands Region 
-3.24,134.07,10,3.9,Irian Jaya Region  
-4.59,131.55,10,3.5,Banda Sea 
1.34,126.92,38,3.4,Northern Molucca Sea 
-2.62,121.11,10,2.4,Sulawesi  
-0.28,122.85,45,3.4,Minahassa Peninsula Sulawesi 
-8.2,106.86,10,3.0,South of Java  
-8.34,119.69,158,2.9,Flores Region  
-3.66,129.15,10,3.0,Seram  
-5.2,102.63,17,3.5,Southern Sumatra  
1.68,127.12,91,3.0,Halmahera  
-9.09,120.38,61,2.5,Sumba Region  
1.33,127.01,11,3.4,Halmahera  
2.36,127.08,104,3.1,Northern Molucca Sea 
1.33,126.92,26,3.7,Northern Molucca Sea 
-4.3,100.93,10,4.2,Southwest of Sumatra  
-6.62,103.65,10,4.1,Southwest of Sumatra  
0.5,121.18,57,2.9,Minahassa Peninsula Sulawesi 
-8.51,112.1,108,3.3,Java  
-9.3,113.24,10,3.6,South of Java  
1.29,126.16,10,3.0,Northern Molucca Sea 
-3.93,128.95,10,3.8,Seram  
4.77,96.18,10,2.5,Northern Sumatra  
-8.53,111.41,10,3.2,Java  
-8.85,122.63,66,3.3,Flores Region  
-0.32,99.97,118,4.2,Southern Sumatra  
0.27,96.65,10,3.5,Off West Coast of Northern Sumatra 
2.62,128.3,198,3.3,Halmahera  
-1.45,120.22,10,2.7,Sulawesi  
0.09,123.76,112,3.7,Minahassa Peninsula Sulawesi 
0.06,100.01,17,2.2,Northern Sumatra  
-4.5,102.57,52,5.0,Southern Sumatra  
5.87,95.28,10,2.5,Northern Sumatra  
-2.42,128.86,13,4.1,Ceram Sea 
5.72,95.33,10,2.9,Northern Sumatra  
-2.62,129.35,10,3.4,Seram  
1.19,120.41,10,3.7,Minahassa Peninsula Sulawesi 
-1.89,120.45,10,3.2,Sulawesi  
-3.01,141.81,10,4.4,New Guinea Papua New Guinea 
5.93,127.19,10,4.5,Philippine Islands Region 
-7.44,106.12,33,3.7,Java  
5.96,127.21,10,5.6,Philippine Islands Region 
-2.93,119.37,10,3.3,Sulawesi  
-2.91,119.39,10,3.0,Sulawesi  
0.46,119.6,10,4.6,Minahassa Peninsula Sulawesi 
-1.21,128.7,10,3.9,Halmahera  
5.92,127.2,10,5.0,Philippine Islands Region 
-5.07,131.49,123,4.4,Banda Sea 
-4.71,134.02,10,4.7,Irian Jaya Region  
1.64,126.57,21,4.6,Northern Molucca Sea 
6.0,127.28,54,4.8,Philippine Islands Region 
-5.61,104.57,10,2.4,Southern Sumatra  
4.25,126.89,81,3.6,Talaud Islands  
-2.44,120.79,10,3.0,Sulawesi  
0.18,122.0,23,2.5,Minahassa Peninsula Sulawesi 
5.7,127.1,132,4.5,Philippine Islands Region 
-8.3,116.71,15,3.7,Sumbawa Region  
-6.19,131.16,10,4.4,Tanimbar Islands Reg.  
5.87,127.19,10,5.0,Philippine Islands Region 
-8.64,123.13,137,4.0,Flores Region  
-8.7,110.28,10,3.3,Java  
4.06,126.76,60,4.0,Talaud Islands  
-8.76,110.99,10,3.4,Java  
-4.23,128.82,10,3.3,Banda Sea 
-3.68,119.79,10,2.8,Sulawesi  
-8.72,110.47,10,2.7,Java  
-6.95,128.14,240,4.2,Banda Sea 
-2.39,121.99,10,2.5,Sulawesi  
-1.96,127.52,10,3.0,Halmahera  
-2.55,139.32,86,3.4,Near North Coast of Irian Jaya 
-9.21,110.39,10,3.5,South of Java  
-9.17,110.28,10,3.2,South of Java  
-9.17,110.37,10,3.4,South of Java  
-9.19,110.36,10,3.4,South of Java  
-1.87,139.26,10,4.2,Near North Coast of Irian Jaya 
-1.59,99.37,11,3.2,Southern Sumatra  
-9.17,110.34,10,3.3,South of Java  
-9.25,110.35,10,3.3,South of Java  
-9.15,110.36,10,3.1,South of Java  
-9.11,110.4,10,4.3,South of Java  
-9.24,110.36,10,4.0,South of Java  
-9.24,110.33,10,3.6,South of Java  
-9.35,110.04,10,3.2,South of Java  
-9.01,110.41,10,3.5,South of Java  
-9.09,110.32,10,4.0,South of Java  
-9.16,110.37,10,3.9,South of Java  
-9.82,114.92,10,3.2,South of Bali  
-0.07,123.2,41,3.2,Minahassa Peninsula Sulawesi 
-9.24,110.39,10,4.3,South of Java  
4.4,126.37,89,3.6,Talaud Islands  
-2.52,121.42,10,4.0,Sulawesi  
1.13,126.76,37,3.4,Northern Molucca Sea 
-1.97,120.5,10,2.9,Sulawesi  
3.89,127.84,108,4.2,Talaud Islands  
0.41,124.82,57,3.9,Minahassa Peninsula Sulawesi 
0.99,126.86,10,2.8,Northern Molucca Sea 
-2.67,128.33,10,2.9,Ceram Sea 
-2.06,120.42,10,3.6,Sulawesi  
-0.3,122.87,55,3.2,Minahassa Peninsula Sulawesi 
-5.54,104.6,10,2.8,Southern Sumatra  
-0.65,133.84,13,3.0,Irian Jaya Region  
-2.65,128.41,12,3.0,Ceram Sea 
-4.26,133.99,20,3.5,Irian Jaya Region  
-3.7,123.35,36,4.7,Sulawesi  
0.26,126.37,36,3.1,Northern Molucca Sea 
1.34,97.27,20,3.1,Northern Sumatra  
-1.57,120.17,10,3.3,Sulawesi  
0.37,120.34,36,3.6,Minahassa Peninsula Sulawesi 
1.77,126.29,29,3.9,Northern Molucca Sea 
-2.73,129.76,38,4.2,Seram  
-7.28,129.2,185,4.4,Banda Sea 
-9.89,115.88,52,2.9,South of Bali  
-2.67,129.51,11,3.2,Seram  
-7.14,129.78,163,4.8,Banda Sea 
-2.42,102.09,173,3.9,Southern Sumatra  
1.31,126.13,13,2.8,Northern Molucca Sea 
-4.11,140.74,104,3.3,Irian Jaya  
-4.24,103.59,10,2.4,Southern Sumatra  
-1.61,135.56,10,3.3,Irian Jaya Region  
-8.32,119.29,120,2.7,Flores Region  
-7.95,106.92,14,3.0,Java  
-8.12,119.38,10,2.4,Flores Region  
-8.32,109.0,66,4.8,Java  
5.16,95.67,10,2.6,Northern Sumatra  
1.6,122.67,16,3.0,Minahassa Peninsula Sulawesi 
0.46,125.77,10,3.5,Northern Molucca Sea 
-0.26,123.1,68,3.7,Minahassa Peninsula Sulawesi 
-8.84,111.3,10,3.7,Java  
-4.4,134.06,10,3.8,Irian Jaya Region  
4.1,97.45,143,3.5,Northern Sumatra  
-8.88,116.87,10,2.4,Sumbawa Region  
-3.21,119.59,13,2.1,Sulawesi  
-0.56,121.91,10,3.6,Minahassa Peninsula Sulawesi 
5.19,94.36,10,3.4,Northern Sumatra  
-4.51,127.33,10,4.1,Banda Sea 
-4.37,134.08,10,3.8,Irian Jaya Region  
-1.67,121.16,10,2.6,Sulawesi  
-2.59,141.0,10,3.3,Near N. Coast of New Guinea PNG. 
1.95,128.23,112,3.0,Halmahera  
-0.76,121.96,10,3.7,Minahassa Peninsula Sulawesi 
2.4,124.66,244,3.7,Celebes Sea 
1.76,127.25,94,4.6,Halmahera  
-7.85,107.28,23,4.1,Java  
1.59,126.62,10,4.0,Northern Molucca Sea 
-1.36,99.84,25,3.4,Southern Sumatra  
-4.28,134.11,12,4.0,Irian Jaya Region  
3.05,96.05,44,5.0,Northern Sumatra  
-6.14,122.78,25,3.9,Flores Sea 
4.55,96.42,10,2.3,Northern Sumatra  
-1.86,100.53,36,3.5,Southern Sumatra  
-0.62,133.65,13,4.3,Irian Jaya Region  
-7.87,107.26,25,4.1,Java  
-7.84,107.26,27,4.1,Java  
0.34,126.33,10,4.0,Northern Molucca Sea 
0.55,126.1,10,4.1,Northern Molucca Sea 
0.35,126.27,25,3.6,Northern Molucca Sea 
0.51,126.34,25,3.7,Northern Molucca Sea 
-0.32,120.37,10,4.0,Minahassa Peninsula Sulawesi 
-8.8,124.16,88,3.7,Timor Region 
-2.96,129.44,10,3.8,Seram  
-8.25,114.88,10,2.6,Bali Region  
-8.23,114.85,10,3.8,Bali Region  
-6.97,130.11,126,4.9,Banda Sea Status: final
-9.19,112.4,20,3.6,South of Java  
3.61,117.7,17,4.3,Borneo 
-8.3,108.96,10,2.9,Java  
-8.23,117.87,50,3.2,Sumbawa Region  
-3.91,127.77,10,3.7,Seram  
-7.72,122.79,530,5.4,Flores Sea Status: final
-8.17,117.83,10,3.5,Sumbawa Region  
-9.03,123.92,42,3.0,Timor Region 
-3.85,133.74,10,4.1,Irian Jaya Region  
-8.94,125.14,10,4.4,Timor Region 
-6.75,106.6,16,2.7,Java  
-9.58,114.16,10,3.5,South of Bali  
-5.91,103.89,10,3.4,Southern Sumatra  
1.5,126.57,14,3.5,Northern Molucca Sea 
-0.67,121.75,10,3.2,Minahassa Peninsula Sulawesi 
-4.3,134.47,15,4.5,Irian Jaya Region  
-9.47,119.75,33,3.2,Sumba Region  
-9.36,119.3,89,5.0,Sumba Region  
-4.41,133.96,16,3.8,Irian Jaya Region  
-0.71,121.93,10,3.6,Minahassa Peninsula Sulawesi 
-0.63,122.0,10,3.7,Minahassa Peninsula Sulawesi 
-3.16,100.23,14,4.0,Southern Sumatra  
1.94,128.26,104,3.3,Halmahera  
-5.72,131.05,137,4.6,Banda Sea 
-0.68,121.83,10,4.0,Minahassa Peninsula Sulawesi 
-7.62,116.36,337,4.5,Bali Sea 
-0.02,124.86,10,5.1,Southern Molucca Sea 
-8.53,118.42,122,2.7,Sumbawa Region  
-2.85,119.38,10,2.5,Sulawesi  
-0.95,127.44,10,3.6,Halmahera  
-0.69,121.98,10,3.4,Minahassa Peninsula Sulawesi 
-0.77,121.96,10,3.5,Minahassa Peninsula Sulawesi 
3.59,124.59,305,4.8,Celebes Sea 
-1.03,127.62,45,3.8,Halmahera  
-0.45,133.17,10,2.8,Irian Jaya Region  
-8.77,118.9,10,2.6,Sumbawa Region  
-1.27,120.36,10,3.6,Sulawesi  
-9.44,115.2,21,3.7,South of Bali  
-9.45,115.16,26,3.1,South of Bali  
-9.01,124.02,28,2.6,Timor Region 
-9.57,114.88,10,3.0,South of Bali  
-0.74,121.74,17,3.1,Minahassa Peninsula Sulawesi 
-2.77,127.29,12,4.2,Ceram Sea 
1.98,124.18,314,4.5,Minahassa Peninsula Sulawesi 
-7.32,129.08,170,4.5,Banda Sea 
2.55,128.17,148,4.0,Halmahera  
-0.31,123.74,69,4.3,Minahassa Peninsula Sulawesi 
-2.92,119.37,10,2.6,Sulawesi  
-0.7,121.9,10,2.9,Minahassa Peninsula Sulawesi 
-1.16,121.25,10,2.6,Sulawesi  
-2.88,141.19,10,3.6,Near N. Coast of New Guinea PNG. 
0.49,122.29,75,2.6,Minahassa Peninsula Sulawesi 
-1.49,135.85,29,3.5,Irian Jaya Region  
-2.74,122.25,10,3.0,Sulawesi  
-8.91,111.45,10,3.7,Java  
-9.15,124.06,30,2.8,Timor Region 
-2.9,119.39,10,3.2,Sulawesi  
-8.22,123.45,138,3.0,Flores Region  
0.23,122.0,168,3.0,Minahassa Peninsula Sulawesi 
-9.07,117.19,10,3.5,Sumbawa Region  
1.23,98.81,75,3.2,Northern Sumatra  
-3.9,126.98,13,3.2,Buru  
-8.1,120.6,14,3.5,Flores Region  
5.14,94.68,14,3.7,Northern Sumatra  
-1.11,129.36,22,3.7,Halmahera  
4.93,94.35,10,3.4,Off West Coast of Northern Sumatra 
1.08,99.58,10,2.4,Northern Sumatra  
-2.26,128.61,29,2.7,Ceram Sea 
2.6,98.86,10,2.2,Northern Sumatra  
-2.9,119.38,10,2.6,Sulawesi  
-9.63,113.85,17,3.3,South of Java  
-6.18,130.59,157,4.4,Banda Sea 
-3.73,128.46,10,3.0,Seram  
-0.79,121.89,10,3.2,Minahassa Peninsula Sulawesi 
-8.2,116.37,13,3.3,Sumbawa Region  
-8.9,116.87,10,2.1,Sumbawa Region  
-6.86,130.03,164,4.1,Banda Sea 
-8.73,114.82,67,2.5,Bali Region  
-8.2,116.39,10,2.9,Sumbawa Region  
1.91,126.56,10,4.3,Northern Molucca Sea 
2.88,128.16,10,4.1,Halmahera  
-8.22,116.35,10,2.6,Sumbawa Region  
-2.93,119.39,10,2.5,Sulawesi  
-8.42,109.61,41,3.5,Java  
1.45,126.46,10,4.0,Northern Molucca Sea 
2.51,126.82,10,3.8,Northern Molucca Sea 
-0.68,121.79,10,4.2,Minahassa Peninsula Sulawesi 
-9.06,118.71,67,4.0,Sumbawa Region  
2.94,126.65,31,3.3,Northern Molucca Sea 
-8.58,112.99,127,3.8,Java  
-1.43,133.87,50,2.7,Irian Jaya Region  
-2.92,119.41,10,2.3,Sulawesi  
-2.92,119.37,10,2.9,Sulawesi  
-1.81,119.4,10,2.9,Sulawesi  
-2.46,134.77,12,3.0,Irian Jaya Region  
-8.88,110.11,10,3.9,Java  
-8.88,111.44,10,3.8,Java  
0.56,122.34,62,3.3,Minahassa Peninsula Sulawesi 
-0.9,122.08,10,3.7,Minahassa Peninsula Sulawesi 
-0.77,121.9,10,3.6,Minahassa Peninsula Sulawesi 
-0.71,121.99,10,3.2,Minahassa Peninsula Sulawesi 
-0.76,121.94,10,2.8,Minahassa Peninsula Sulawesi 
-0.75,122.02,18,3.0,Minahassa Peninsula Sulawesi 
-0.81,121.96,10,2.8,Minahassa Peninsula Sulawesi 
-0.84,121.91,10,3.4,Minahassa Peninsula Sulawesi 
-0.82,122.02,10,3.4,Minahassa Peninsula Sulawesi 
-0.67,121.97,10,3.9,Minahassa Peninsula Sulawesi 
-0.69,121.94,10,4.6,Minahassa Peninsula Sulawesi 
-3.76,129.45,68,2.9,Seram  
-0.67,122.0,18,3.5,Minahassa Peninsula Sulawesi 
-0.77,121.89,12,2.8,Minahassa Peninsula Sulawesi 
-0.82,121.91,10,2.9,Minahassa Peninsula Sulawesi 
-0.8,121.9,10,3.9,Minahassa Peninsula Sulawesi 
-0.8,121.88,10,3.9,Minahassa Peninsula Sulawesi 
-0.81,121.86,10,3.3,Minahassa Peninsula Sulawesi 
-0.74,121.98,10,4.0,Minahassa Peninsula Sulawesi 
-0.76,121.97,10,3.2,Minahassa Peninsula Sulawesi 
-0.89,121.91,10,3.1,Minahassa Peninsula Sulawesi 
-0.88,121.9,13,2.8,Minahassa Peninsula Sulawesi 
-0.83,121.82,14,2.9,Minahassa Peninsula Sulawesi 
-0.9,121.91,10,2.8,Minahassa Peninsula Sulawesi 
-0.68,121.94,10,3.6,Minahassa Peninsula Sulawesi 
-0.77,121.92,10,4.0,Minahassa Peninsula Sulawesi 
4.02,95.98,37,2.7,Northern Sumatra  
-0.81,121.89,11,4.1,Minahassa Peninsula Sulawesi 
-0.87,121.94,11,3.7,Minahassa Peninsula Sulawesi 
-0.74,121.95,11,6.3,Minahassa Peninsula Sulawesi 
-2.62,140.78,28,2.3,Near North Coast of Irian Jaya 
-0.75,121.92,11,5.8,Minahassa Peninsula Sulawesi 
-9.58,115.59,32,3.4,South of Bali  
-2.9,119.39,10,3.0,Sulawesi  
-0.26,122.81,10,3.9,Minahassa Peninsula Sulawesi 
0.02,96.5,27,4.6,Off West Coast of Northern Sumatra 
-2.92,119.37,10,3.2,Sulawesi  
-9.02,109.86,10,4.0,South of Java  
-6.6,129.93,169,4.7,Banda Sea 
-1.38,120.41,10,2.3,Sulawesi  
2.81,126.5,18,3.5,Northern Molucca Sea 
2.98,126.68,58,5.4,Northern Molucca Sea 
4.53,96.39,10,3.6,Northern Sumatra  
-0.03,123.2,123,3.3,Minahassa Peninsula Sulawesi 
-2.9,119.38,10,2.5,Sulawesi  
1.36,122.71,20,2.6,Minahassa Peninsula Sulawesi 
-2.88,119.39,10,3.2,Sulawesi  
1.17,122.72,10,2.5,Minahassa Peninsula Sulawesi 
-1.03,134.07,12,3.4,Irian Jaya Region  
-7.31,126.67,359,4.5,Banda Sea 
-9.54,117.58,35,2.9,Sumbawa Region  
-1.13,120.37,10,2.3,Sulawesi  
-3.12,129.24,11,2.5,Seram  
4.82,94.71,10,3.3,Off West Coast of Northern Sumatra 
4.83,96.16,10,4.3,Northern Sumatra  
-2.94,119.41,10,2.6,Sulawesi  
-0.07,124.49,20,4.4,Southern Molucca Sea 
-2.91,119.41,10,2.9,Sulawesi  
-9.92,124.62,10,3.8,Timor Region 
-2.92,119.41,10,3.1,Sulawesi  
1.28,126.87,34,4.8,Northern Molucca Sea 
-1.99,122.62,10,2.9,Sulawesi  
-9.59,119.03,10,3.6,Sumba Region  
4.36,96.19,10,2.4,Northern Sumatra  
-8.24,119.66,164,3.4,Flores Region  
0.56,119.56,10,3.4,Minahassa Peninsula Sulawesi 
-1.07,120.4,10,2.6,Sulawesi  
-3.45,119.7,10,2.0,Sulawesi  
-2.97,119.42,10,2.3,Sulawesi  
-2.94,119.42,10,2.3,Sulawesi  
-1.08,120.45,10,2.6,Sulawesi  
-8.56,118.37,123,3.4,Sumbawa Region  
-4.63,130.28,11,3.1,Banda Sea 
-2.54,127.39,18,2.8,Ceram Sea 
-2.9,119.39,10,3.9,Sulawesi  
-7.46,128.93,171,4.5,Banda Sea 
-7.23,108.67,10,3.7,Java  
-8.4,124.12,151,4.5,Timor Region 
-4.38,102.2,19,3.8,Southern Sumatra  
-2.9,119.4,10,2.6,Sulawesi  
-8.1,120.45,10,3.5,Flores Region  
-9.58,119.06,10,4.1,Sumba Region  
-2.9,119.37,10,2.5,Sulawesi  
-2.84,119.46,10,3.0,Sulawesi  
-2.93,119.38,6,3.8,Sulawesi  
-2.87,119.43,10,2.3,Sulawesi  
-2.93,119.37,10,2.5,Sulawesi  
-2.96,119.44,10,2.8,Sulawesi  
0.52,100.07,10,4.1,Northern Sumatra  
-0.08,123.12,58,4.0,Minahassa Peninsula Sulawesi 
-2.91,119.42,10,2.5,Sulawesi  
-9.51,119.6,23,2.5,Sumba Region  
-7.69,127.77,68,4.5,Banda Sea 
-2.98,119.29,10,2.6,Sulawesi  
-2.9,119.35,10,2.7,Sulawesi  
-2.87,119.43,10,2.8,Sulawesi  
-2.95,119.48,10,3.0,Sulawesi  
2.58,98.77,10,2.1,Northern Sumatra  
-2.97,119.48,10,3.1,Sulawesi  
-2.88,119.46,10,2.8,Sulawesi  
-2.95,119.39,10,4.0,Sulawesi  
-2.94,119.47,10,3.7,Sulawesi  
-2.87,119.44,10,2.6,Sulawesi  
-8.08,120.04,174,3.2,Flores Region  
-9.12,123.79,50,3.3,Timor Region 
-0.71,133.8,13,3.1,Irian Jaya Region  
-8.53,105.4,17,3.4,South of Java  
1.89,98.94,107,3.6,Northern Sumatra  
-6.57,129.87,177,4.0,Banda Sea 
-2.96,119.42,10,2.4,Sulawesi  
0.52,121.22,61,2.8,Minahassa Peninsula Sulawesi 
-1.33,120.22,10,2.9,Sulawesi  
-5.56,104.61,10,2.9,Southern Sumatra  
-8.22,110.95,133,3.6,Java  
-3.86,118.77,19,3.5,Sulawesi  
1.31,96.94,19,3.9,Off West Coast of Northern Sumatra 
-4.17,102.43,51,3.3,Southern Sumatra  
-7.84,107.29,25,4.1,Java  
0.51,120.59,54,4.0,Minahassa Peninsula Sulawesi 
-1.05,127.37,10,3.5,Halmahera  
-2.87,130.0,10,3.7,Seram  
3.3,98.59,10,2.6,Northern Sumatra  
1.95,122.18,454,3.8,Minahassa Peninsula Sulawesi 
5.29,95.86,12,2.7,Northern Sumatra  
-2.55,121.77,10,2.9,Sulawesi  
0.42,122.26,85,2.8,Minahassa Peninsula Sulawesi 
0.01,123.81,103,5.2,Minahassa Peninsula Sulawesi 
0.03,123.78,136,3.6,Minahassa Peninsula Sulawesi 
-6.63,103.8,10,4.8,Southwest of Sumatra  
-9.38,115.16,32,3.3,South of Bali  
-2.78,129.23,10,3.5,Seram  
-8.92,117.08,10,3.5,Sumbawa Region  
-3.11,101.17,20,3.0,Southern Sumatra  
-0.24,132.33,10,3.9,Irian Jaya Region  
-5.32,129.8,239,3.8,Banda Sea 
-2.88,140.34,40,2.0,Near North Coast of Irian Jaya 
1.43,98.89,77,2.6,Northern Sumatra  
-1.77,139.18,17,3.7,Near North Coast of Irian Jaya 
-2.95,122.35,10,2.9,Sulawesi  
2.19,125.97,30,3.3,Talaud Islands  
0.12,126.84,31,3.8,Northern Molucca Sea 
-8.46,117.42,13,3.5,Sumbawa Region  
-0.26,122.8,61,3.4,Minahassa Peninsula Sulawesi 
0.04,124.66,26,3.3,Minahassa Peninsula Sulawesi 
2.61,128.43,214,3.6,Halmahera  
-7.43,114.4,10,2.6,Bali Sea 
0.16,123.59,71,2.4,Minahassa Peninsula Sulawesi 
1.84,127.23,85,4.7,Halmahera  
-4.59,138.02,15,4.6,Irian Jaya  
2.15,125.64,139,3.6,Talaud Islands  
-9.43,118.84,29,3.4,Sumbawa Region  
-2.24,120.9,10,4.2,Sulawesi  
-2.25,120.89,10,2.2,Sulawesi  
-2.23,120.95,10,5.0,Sulawesi  
-3.42,102.01,60,3.8,Southern Sumatra  
-2.6,101.76,10,3.4,Southern Sumatra  
-10.51,118.99,10,3.5,South of Sumbawa  
